fact,explanation,gen_time
"[2, 2, 25, 3, 30, 4, 0, 0, 4, 5, 30, 2, 0, 0, 2, 0, 30, 0, 4, 0, 4, 4, 30, 1, 3, 0, 4, 1, 30, 2, 1, 0, 3, 1, -3, 0, 1, 759]","[2, 3, 1, 1, 30, 8, 1, 0, 9, 7, 30, 4, 0, 0, 4, 0, 30, 0, 9, 0, 9, 0, 30, 6, 3, 0, 9, 0, 30, 2, 2, 0, 4, -3, 0, 1, 759, 59]",36.00787711143494
"[2, 3, 23, 0, 30, 9, 3, 0, 12, 0, 30, 6, 0, 0, 6, 0, 30, 3, 9, 0, 12, 0, 30, 12, 0, 0, 12, 1, 30, 3, 2, 0, 5, 1, -3, 0, 1, 719]","[2, 2, 1, 1, 30, 10, 7, 0, 17, 2, 30, 8, 0, 0, 8, 0, 30, 3, 14, 0, 17, 0, 30, 12, 5, 0, 17, 0, 30, 3, 3, 0, 6, -3, 0, 1, 719, 59]",35.4798002243042
"[2, 0, 21, 4, 30, 2, 2, 0, 4, 1, 30, 1, 1, 0, 2, 0, 30, 0, 4, 0, 4, 4, 30, 4, 0, 0, 4, 1, 30, 0, 2, 0, 2, 1, -3, 0, 1, 639]","[2, 2, 1, 1, 30, 7, 5, 0, 12, 0, 30, 4, 0, 0, 4, 0, 30, 7, 5, 0, 12, 0, 30, 12, 0, 0, 12, 0, 30, 0, 6, 0, 6, -3, 0, 1, 619, 59]",35.07444787025452
"[2, 0, 11, 0, 30, 2, 0, 0, 2, 5, 30, 0, 0, 0, 0, 0, 30, 1, 1, 0, 2, 3, 30, 2, 0, 0, 2, 0, 30, 0, 1, 0, 1, 1, -3, 0, 1, 339]","[2, 2, 1, 1, 30, 11, 3, 0, 14, 0, 30, 6, 4, 0, 10, 0, 30, 3, 11, 0, 14, 0, 30, 14, 0, 0, 14, 0, 30, 1, 5, 0, 6, -3, 0, 1, 319, 59]",35.900795459747314
"[2, 2, 25, 4, 30, 11, 0, 0, 11, 9, 30, 4, 0, 0, 4, 0, 30, 2, 9, 0, 11, 3, 30, 6, 5, 0, 11, 0, 30, 3, 2, 0, 5, 1, -3, 0, 1, 779]","[2, 3, 1, 1, 30, 16, 0, 0, 16, 11, 30, 6, 0, 0, 6, 0, 30, 2, 14, 0, 16, 0, 30, 9, 7, 0, 16, 0, 30, 3, 3, 0, 6, -3, 0, 1, 779, 59]",33.663525104522705
"[2, 0, 3, 0, 30, 4, 1, 0, 5, 6, 30, 2, 0, 0, 2, 0, 30, 1, 4, 0, 5, 7, 30, 5, 0, 0, 5, 0, 30, 1, 2, 0, 3, 0, 22, 0, 0, 99]","[2, 2, 1, 1, 30, 6, 7, 0, 13, 0, 30, 6, 4, 0, 10, 0, 30, 0, 13, 0, 13, 7, 30, 13, 0, 0, 13, 0, 30, 4, 1, 0, 5, 22, 0, 0, 79, 59]",33.081334352493286
"[2, 2, 39, 0, 30, 3, 10, 0, 13, 0, 30, 8, 0, 0, 8, 0, 30, 4, 9, 0, 13, 0, 30, 3, 10, 0, 13, 27, 30, 6, 0, 0, 6, 1, -3, 0, 1, 1199]","[2, 2, 1, 1, 30, 4, 14, 0, 18, 2, 30, 10, 0, 0, 10, 0, 30, 4, 14, 0, 18, 2, 30, 7, 11, 0, 18, 3, 30, 7, 0, 0, 7, -3, 0, 1, 1199, 59]",35.85104990005493
"[2, 0, 25, 3, 30, 4, 0, 0, 4, 7, 30, 2, 0, 0, 2, 0, 30, 0, 4, 0, 4, 0, 30, 1, 3, 0, 4, 1, 30, 2, 1, 0, 3, 1, -3, 0, 1, 759]","[2, 2, 1, 2, 30, 11, 3, 0, 14, 2, 30, 4, 0, 0, 4, 0, 30, 2, 12, 0, 14, 0, 30, 2, 12, 0, 14, 0, 30, 1, 5, 0, 6, -3, 0, 1, 739, 59]",35.15911316871643
"[2, 0, 3, 0, 30, 4, 1, 0, 5, 6, 30, 2, 0, 0, 2, 0, 30, 1, 4, 0, 5, 7, 30, 5, 0, 0, 5, 0, 30, 1, 2, 0, 3, 0, 22, 0, 0, 99]","[2, 2, 1, 1, 30, 6, 7, 0, 13, 0, 30, 6, 4, 0, 10, 0, 30, 0, 13, 0, 13, 7, 30, 13, 0, 0, 13, 0, 30, 4, 1, 0, 5, 22, 0, 0, 79, 59]",34.5410532951355
"[2, 4, 24, 4, 30, 5, 4, 0, 9, 0, 30, 2, 0, 0, 2, 0, 30, 1, 8, 0, 9, 1, 30, 5, 4, 0, 9, 1, 30, 2, 3, 0, 5, 1, -3, 0, 1, 739]","[2, 2, 1, 1, 30, 10, 4, 0, 14, 2, 30, 4, 0, 0, 4, 0, 30, 1, 13, 0, 14, 0, 30, 6, 8, 0, 14, 0, 30, 2, 4, 0, 6, -3, 0, 1, 739, 59]",37.716145277023315
"[2, 0, 29, 2, 30, 11, 1, 0, 12, 3, 30, 0, 2, 0, 2, 0, 30, 6, 6, 0, 12, 1, 30, 8, 4, 0, 12, 2, 30, 3, 1, 0, 4, 1, -3, 0, 1, 899]","[2, 2, 1, 1, 30, 7, 2, 0, 9, 2, 30, 2, 0, 0, 2, 0, 30, 4, 5, 0, 9, 0, 30, 5, 4, 0, 9, 0, 30, 0, 1, 0, 1, -3, 0, 1, 879, 59]",33.96739983558655
"[2, 1, 5, 7, 30, 9, 0, 0, 9, 3, 30, 8, 0, 0, 8, 0, 30, 3, 6, 0, 9, 2, 30, 6, 3, 0, 9, 0, 30, 2, 4, 0, 6, 0, 22, 0, 0, 179]","[2, 2, 1, 1, 30, 8, 1, 0, 9, 0, 30, 6, 0, 0, 6, 0, 30, 0, 9, 0, 9, 0, 30, 3, 6, 0, 9, 0, 30, 2, 2, 0, 4, 22, 0, 0, 159, 59]",33.53810477256775
"[2, 4, 7, 1, 30, 1, 2, 0, 3, 1, 30, 0, 0, 0, 0, 0, 30, 0, 3, 0, 3, 6, 30, 1, 2, 0, 3, 2, 30, 0, 0, 0, 0, 0, 22, 0, 0, 219]","[2, 2, 1, 1, 30, 3, 5, 0, 8, 0, 30, 2, 0, 0, 2, 0, 30, 0, 8, 0, 8, 3, 30, 6, 2, 0, 8, 0, 30, 0, 1, 0, 1, 22, 0, 0, 219, 59]",34.50785493850708
"[2, 2, 16, 3, 30, 3, 5, 0, 8, 0, 30, 4, 0, 0, 4, 0, 30, 0, 8, 0, 8, 12, 30, 8, 0, 0, 8, 2, 30, 3, 0, 0, 3, 1, -3, 0, 1, 499]","[2, 2, 1, 1, 30, 7, 6, 0, 13, 2, 30, 6, 0, 0, 6, 0, 30, 0, 13, 0, 13, 9, 30, 13, 0, 0, 13, 0, 30, 3, 1, 0, 4, -3, 0, 1, 499, 59]",32.65116500854492
"[2, 3, 27, 2, 30, 4, 0, 0, 4, 0, 30, 6, 0, 0, 6, 0, 30, 0, 4, 0, 4, 2, 30, 4, 0, 0, 4, 1, 30, 3, 0, 0, 3, 1, -3, 0, 1, 819]","[2, 2, 1, 1, 30, 7, 2, 0, 9, 2, 30, 8, 0, 0, 8, 0, 30, 0, 9, 0, 9, 0, 30, 7, 2, 0, 9, 0, 30, 3, 1, 0, 4, -3, 0, 1, 819, 59]",32.39890241622925
"[2, 4, 23, 0, 30, 10, 2, 0, 12, 0, 30, 6, 0, 0, 6, 0, 30, 3, 9, 0, 12, 1, 30, 12, 0, 0, 12, 1, 30, 3, 2, 0, 5, 1, -3, 0, 1, 719]","[2, 2, 1, 1, 30, 11, 6, 0, 17, 2, 30, 8, 0, 0, 8, 0, 30, 3, 14, 0, 17, 0, 30, 13, 4, 0, 17, 0, 30, 3, 3, 0, 6, -3, 0, 1, 719, 59]",33.97551679611206
"[2, 1, 15, 4, 30, 8, 0, 0, 8, 3, 30, 2, 0, 0, 2, 0, 30, 3, 5, 0, 8, 9, 30, 8, 0, 0, 8, 1, 30, 2, 2, 0, 4, 1, -3, 0, 1, 479]","[2, 2, 1, 1, 30, 13, 0, 0, 13, 5, 30, 4, 0, 0, 4, 0, 30, 3, 10, 0, 13, 5, 30, 13, 0, 0, 13, 0, 30, 2, 3, 0, 5, -3, 0, 1, 479, 59]",34.78134107589722
"[2, 1, 3, 2, 30, 10, 5, 0, 15, 0, 30, 9, 1, 0, 10, 0, 30, 2, 13, 0, 15, 3, 30, 15, 0, 0, 15, 0, 30, 2, 7, 0, 9, 0, 22, 0, 0, 119]","[2, 2, 1, 1, 30, 13, 7, 0, 20, 2, 30, 11, 1, 0, 12, 0, 30, 2, 18, 0, 20, 0, 30, 18, 2, 0, 20, 0, 30, 2, 8, 0, 10, 22, 0, 0, 119, 59]",33.24352741241455
"[2, 0, 39, 0, 30, 2, 2, 0, 4, 8, 30, 0, 0, 0, 0, 0, 30, 1, 3, 0, 4, 1, 30, 1, 3, 0, 4, 28, 30, 1, 0, 0, 1, 1, -3, 0, 1, 1179]","[2, 3, 1, 9, 30, 8, 7, 0, 15, 2, 30, 4, 0, 0, 4, 0, 30, 1, 14, 0, 15, 0, 30, 2, 13, 0, 15, 2, 30, 5, 0, 0, 5, -3, 0, 1, 1159, 59]",36.068039894104004
"[2, 4, 9, 0, 30, 2, 2, 0, 4, 0, 30, 2, 0, 0, 2, 0, 30, 0, 4, 0, 4, 0, 30, 3, 1, 0, 4, 0, 30, 2, 0, 0, 2, 0, 22, 0, 0, 279]","[2, 2, 1, 1, 30, 3, 6, 0, 9, 2, 30, 4, 0, 0, 4, 0, 30, 0, 9, 0, 9, 0, 30, 3, 6, 0, 9, 0, 30, 2, 1, 0, 3, 22, 0, 0, 279, 59]",34.1149640083313
"[2, 0, 37, 1, 30, 2, 3, 0, 5, 4, 30, 2, 0, 0, 2, 0, 30, 0, 5, 0, 5, 0, 30, 0, 5, 0, 5, 10, 30, 3, 0, 0, 3, 1, -3, 0, 1, 1119]","[2, 2, 1, 1, 30, 5, 5, 0, 10, 2, 30, 4, 0, 0, 4, 0, 30, 3, 7, 0, 10, 6, 30, 4, 6, 0, 10, 0, 30, 1, 1, 0, 2, -3, 0, 1, 1099, 59]",35.699817419052124
"[2, 0, 10, 2, 30, 9, 0, 0, 9, 3, 30, 6, 2, 0, 8, 0, 30, 3, 6, 0, 9, 3, 30, 9, 0, 0, 9, 0, 30, 1, 4, 0, 5, 1, -3, 0, 1, 319]","[2, 2, 1, 1, 30, 10, 8, 0, 18, 0, 30, 6, 0, 0, 6, 0, 30, 3, 15, 0, 18, 2, 30, 7, 11, 0, 18, 0, 30, 3, 3, 0, 6, -3, 0, 1, 299, 59]",35.50060558319092
"[2, 1, 31, 9, 30, 12, 0, 0, 12, 1, 30, 6, 2, 0, 8, 0, 30, 1, 11, 0, 12, 0, 30, 10, 2, 0, 12, 0, 30, 1, 5, 0, 6, 1, -3, 0, 1, 959]","[2, 2, 1, 3, 30, 10, 0, 0, 10, 0, 30, 4, 0, 0, 4, 0, 30, 0, 10, 0, 10, 0, 30, 8, 2, 0, 10, 0, 30, 1, 2, 0, 3, -3, 0, 1, 939, 59]",33.753639936447144
"[2, 4, 25, 6, 30, 11, 0, 0, 11, 5, 30, 4, 0, 0, 4, 0, 30, 2, 9, 0, 11, 6, 30, 7, 4, 0, 11, 0, 30, 3, 2, 0, 5, 1, -3, 0, 1, 779]","[2, 3, 1, 3, 30, 16, 0, 0, 16, 1, 30, 6, 0, 0, 6, 0, 30, 2, 14, 0, 16, 3, 30, 12, 4, 0, 16, 0, 30, 3, 3, 0, 6, -3, 0, 1, 779, 59]",34.38652205467224
"[2, 4, 25, 4, 30, 4, 0, 0, 4, 1, 30, 2, 0, 0, 2, 0, 30, 0, 4, 0, 4, 0, 30, 3, 1, 0, 4, 1, 30, 2, 1, 0, 3, 1, -3, 0, 1, 759]","[2, 2, 1, 1, 30, 9, 0, 0, 9, 0, 30, 4, 0, 0, 4, 0, 30, 0, 9, 0, 9, 0, 30, 3, 6, 0, 9, 0, 30, 2, 2, 0, 4, -3, 0, 1, 759, 59]",35.928361892700195
"[2, 1, 3, 2, 30, 10, 5, 0, 15, 0, 30, 9, 1, 0, 10, 0, 30, 2, 13, 0, 15, 4, 30, 14, 1, 0, 15, 0, 30, 2, 7, 0, 9, 0, 22, 0, 0, 119]","[2, 2, 1, 1, 30, 13, 7, 0, 20, 0, 30, 11, 1, 0, 12, 0, 30, 2, 18, 0, 20, 0, 30, 18, 2, 0, 20, 0, 30, 2, 8, 0, 10, 22, 0, 0, 119, 59]",36.962242126464844
"[2, 4, 19, 0, 30, 3, 1, 0, 4, 3, 30, 4, 0, 0, 4, 0, 30, 0, 4, 0, 4, 0, 30, 3, 1, 0, 4, 0, 30, 0, 3, 0, 3, 1, -3, 0, 1, 579]","[2, 2, 1, 1, 30, 4, 5, 0, 9, 2, 30, 6, 0, 0, 6, 0, 30, 0, 9, 0, 9, 4, 30, 4, 5, 0, 9, 0, 30, 0, 4, 0, 4, -3, 0, 1, 579, 59]",34.53077816963196
"[2, 0, 11, 2, 30, 2, 0, 0, 2, 5, 30, 0, 0, 0, 0, 0, 30, 1, 1, 0, 2, 3, 30, 2, 0, 0, 2, 0, 30, 0, 1, 0, 1, 1, -3, 0, 1, 339]","[2, 2, 1, 1, 30, 14, 0, 0, 14, 0, 30, 6, 4, 0, 10, 0, 30, 3, 11, 0, 14, 0, 30, 9, 5, 0, 14, 0, 30, 1, 5, 0, 6, -3, 0, 1, 319, 59]",32.74828886985779
"[2, 0, 31, 6, 30, 12, 0, 0, 12, 1, 30, 6, 2, 0, 8, 0, 30, 1, 11, 0, 12, 4, 30, 10, 2, 0, 12, 0, 30, 1, 5, 0, 6, 1, -3, 0, 1, 959]","[2, 2, 1, 1, 30, 10, 0, 0, 10, 2, 30, 4, 0, 0, 4, 0, 30, 0, 10, 0, 10, 0, 30, 6, 4, 0, 10, 0, 30, 1, 2, 0, 3, -3, 0, 1, 939, 59]",35.11558723449707
"[2, 2, 14, 0, 30, 3, 5, 0, 8, 8, 30, 2, 0, 0, 2, 1, 30, 2, 6, 0, 8, 8, 30, 8, 0, 0, 8, 0, 30, 4, 0, 0, 4, 1, -3, 0, 1, 439]","[2, 3, 1, 1, 30, 4, 9, 0, 13, 0, 30, 4, 0, 0, 4, 0, 30, 3, 10, 0, 13, 5, 30, 13, 0, 0, 13, 0, 30, 4, 1, 0, 5, -3, 0, 1, 439, 59]",35.09393835067749
"[2, 1, 31, 8, 30, 12, 0, 0, 12, 1, 30, 6, 2, 0, 8, 0, 30, 1, 11, 0, 12, 7, 30, 10, 2, 0, 12, 0, 30, 1, 5, 0, 6, 1, -3, 0, 1, 959]","[2, 2, 1, 2, 30, 10, 0, 0, 10, 0, 30, 4, 0, 0, 4, 0, 30, 0, 10, 0, 10, 1, 30, 8, 2, 0, 10, 0, 30, 1, 2, 0, 3, -3, 0, 1, 939, 59]",33.94761061668396
"[2, 4, 8, 2, 30, 5, 4, 0, 9, 0, 30, 4, 2, 0, 6, 0, 30, 2, 7, 0, 9, 2, 30, 9, 0, 0, 9, 0, 30, 3, 3, 0, 6, 0, 22, 0, 0, 259]","[2, 2, 1, 1, 30, 8, 6, 0, 14, 2, 30, 6, 2, 0, 8, 0, 30, 2, 12, 0, 14, 0, 30, 11, 3, 0, 14, 0, 30, 3, 4, 0, 7, 22, 0, 0, 259, 59]",35.952916383743286
"[2, 4, 25, 3, 30, 11, 0, 0, 11, 7, 30, 4, 0, 0, 4, 0, 30, 2, 9, 0, 11, 8, 30, 7, 4, 0, 11, 0, 30, 3, 2, 0, 5, 1, -3, 0, 1, 779]","[2, 3, 1, 1, 30, 15, 1, 0, 16, 9, 30, 6, 0, 0, 6, 0, 30, 2, 14, 0, 16, 3, 30, 12, 4, 0, 16, 0, 30, 3, 3, 0, 6, -3, 0, 1, 779, 59]",36.29123878479004
"[2, 1, 4, 0, 30, 6, 3, 0, 9, 2, 30, 2, 6, 0, 8, 0, 30, 1, 8, 0, 9, 2, 30, 7, 2, 0, 9, 1, 30, 5, 1, 0, 6, 0, 22, 0, 0, 139]","[2, 2, 1, 1, 30, 7, 7, 0, 14, 0, 30, 4, 6, 0, 10, 0, 30, 1, 13, 0, 14, 0, 30, 9, 5, 0, 14, 0, 30, 5, 2, 0, 7, 22, 0, 0, 139, 59]",34.67743468284607
"[2, 2, 28, 1, 30, 6, 1, 0, 7, 0, 30, 0, 0, 0, 0, 0, 30, 0, 7, 0, 7, 2, 30, 6, 1, 0, 7, 0, 30, 0, 6, 0, 6, 1, -3, 0, 1, 859]","[2, 2, 1, 1, 30, 8, 4, 0, 12, 2, 30, 2, 0, 0, 2, 0, 30, 0, 12, 0, 12, 0, 30, 10, 2, 0, 12, 0, 30, 0, 7, 0, 7, -3, 0, 1, 859, 59]",35.7558159828186
"[2, 4, 28, 1, 30, 6, 1, 0, 7, 0, 30, 0, 0, 0, 0, 0, 30, 0, 7, 0, 7, 1, 30, 6, 1, 0, 7, 0, 30, 0, 6, 0, 6, 1, -3, 0, 1, 859]","[2, 2, 1, 1, 30, 8, 4, 0, 12, 2, 30, 2, 0, 0, 2, 0, 30, 0, 12, 0, 12, 0, 30, 7, 5, 0, 12, 0, 30, 0, 7, 0, 7, -3, 0, 1, 859, 59]",34.64106249809265
"[2, 0, 9, 0, 30, 1, 3, 0, 4, 5, 30, 2, 0, 0, 2, 0, 30, 0, 4, 0, 4, 0, 30, 2, 2, 0, 4, 0, 30, 2, 0, 0, 2, 0, 22, 0, 0, 279]","[2, 2, 1, 1, 30, 7, 7, 0, 14, 2, 30, 6, 2, 0, 8, 0, 30, 2, 12, 0, 14, 0, 30, 11, 3, 0, 14, 0, 30, 3, 4, 0, 7, 22, 0, 0, 259, 59]",35.14651012420654
"[2, 0, 25, 4, 30, 11, 0, 0, 11, 11, 30, 4, 0, 0, 4, 0, 30, 2, 9, 0, 11, 6, 30, 6, 5, 0, 11, 0, 30, 3, 2, 0, 5, 1, -3, 0, 1, 779]","[2, 2, 1, 1, 30, 8, 1, 0, 9, 2, 30, 4, 0, 0, 4, 0, 30, 0, 9, 0, 9, 1, 30, 5, 4, 0, 9, 0, 30, 2, 2, 0, 4, -3, 0, 1, 759, 59]",35.64249849319458
"[2, 0, 37, 1, 30, 2, 3, 0, 5, 5, 30, 2, 0, 0, 2, 0, 30, 0, 5, 0, 5, 0, 30, 0, 5, 0, 5, 10, 30, 3, 0, 0, 3, 1, -3, 0, 1, 1119]","[2, 2, 1, 6, 30, 7, 3, 0, 10, 2, 30, 4, 0, 0, 4, 0, 30, 3, 7, 0, 10, 0, 30, 2, 8, 0, 10, 0, 30, 1, 1, 0, 2, -3, 0, 1, 1099, 59]",31.68550133705139
"[2, 3, 11, 0, 30, 2, 0, 0, 2, 0, 30, 0, 0, 0, 0, 0, 30, 1, 1, 0, 2, 4, 30, 2, 0, 0, 2, 0, 30, 0, 1, 0, 1, 1, -3, 0, 1, 339]","[2, 2, 1, 1, 30, 3, 4, 0, 7, 0, 30, 2, 0, 0, 2, 0, 30, 1, 6, 0, 7, 0, 30, 6, 1, 0, 7, 0, 30, 0, 2, 0, 2, -3, 0, 1, 339, 59]",34.746530294418335
"[2, 3, 30, 5, 30, 8, 1, 0, 9, 5, 30, 2, 4, 0, 6, 0, 30, 1, 8, 0, 9, 2, 30, 7, 2, 0, 9, 1, 30, 3, 2, 0, 5, 1, -3, 0, 1, 919]","[2, 2, 1, 2, 30, 13, 1, 0, 14, 2, 30, 4, 4, 0, 8, 0, 30, 1, 13, 0, 14, 0, 30, 10, 4, 0, 14, 0, 30, 3, 3, 0, 6, -3, 0, 1, 919, 59]",34.38012099266052
"[2, 2, 14, 0, 30, 4, 4, 0, 8, 5, 30, 2, 0, 0, 2, 1, 30, 2, 6, 0, 8, 7, 30, 8, 0, 0, 8, 0, 30, 4, 0, 0, 4, 1, -3, 0, 1, 439]","[2, 2, 1, 1, 30, 5, 8, 0, 13, 2, 30, 4, 0, 0, 4, 0, 30, 3, 10, 0, 13, 2, 30, 13, 0, 0, 13, 0, 30, 4, 1, 0, 5, -3, 0, 1, 439, 59]",38.068939208984375
"[2, 3, 8, 2, 30, 5, 4, 0, 9, 0, 30, 4, 2, 0, 6, 0, 30, 2, 7, 0, 9, 4, 30, 9, 0, 0, 9, 0, 30, 3, 3, 0, 6, 0, 22, 0, 0, 259]","[2, 2, 1, 1, 30, 8, 6, 0, 14, 0, 30, 6, 2, 0, 8, 0, 30, 2, 12, 0, 14, 0, 30, 13, 1, 0, 14, 0, 30, 3, 4, 0, 7, 22, 0, 0, 259, 59]",38.330551624298096
"[2, 1, 5, 9, 30, 9, 0, 0, 9, 2, 30, 8, 0, 0, 8, 0, 30, 3, 6, 0, 9, 2, 30, 7, 2, 0, 9, 0, 30, 2, 4, 0, 6, 0, 22, 0, 0, 179]","[2, 2, 1, 1, 30, 8, 1, 0, 9, 2, 30, 6, 0, 0, 6, 0, 30, 0, 9, 0, 9, 0, 30, 3, 6, 0, 9, 0, 30, 2, 2, 0, 4, 22, 0, 0, 159, 59]",32.496413469314575
"[2, 2, 15, 5, 30, 8, 0, 0, 8, 2, 30, 2, 0, 0, 2, 0, 30, 3, 5, 0, 8, 6, 30, 8, 0, 0, 8, 1, 30, 2, 2, 0, 4, 1, -3, 0, 1, 479]","[2, 2, 1, 2, 30, 13, 0, 0, 13, 0, 30, 4, 0, 0, 4, 0, 30, 3, 10, 0, 13, 5, 30, 13, 0, 0, 13, 0, 30, 2, 3, 0, 5, -3, 0, 1, 479, 59]",37.41863656044006
"[2, 0, 4, 0, 30, 6, 3, 0, 9, 4, 30, 2, 6, 0, 8, 0, 30, 1, 8, 0, 9, 0, 30, 5, 4, 0, 9, 1, 30, 5, 1, 0, 6, 0, 22, 0, 0, 139]","[2, 2, 1, 1, 30, 14, 6, 0, 20, 0, 30, 11, 1, 0, 12, 0, 30, 2, 18, 0, 20, 0, 30, 14, 6, 0, 20, 0, 30, 2, 8, 0, 10, 22, 0, 0, 119, 59]",33.1500928401947
"[2, 1, 27, 2, 30, 3, 1, 0, 4, 1, 30, 6, 0, 0, 6, 0, 30, 0, 4, 0, 4, 3, 30, 4, 0, 0, 4, 1, 30, 3, 0, 0, 3, 1, -3, 0, 1, 819]","[2, 2, 1, 1, 30, 6, 3, 0, 9, 3, 30, 8, 0, 0, 8, 0, 30, 0, 9, 0, 9, 0, 30, 7, 2, 0, 9, 0, 30, 3, 1, 0, 4, -3, 0, 1, 819, 59]",35.02450704574585
"[2, 2, 28, 1, 30, 6, 1, 0, 7, 1, 30, 0, 0, 0, 0, 0, 30, 0, 7, 0, 7, 2, 30, 6, 1, 0, 7, 0, 30, 0, 6, 0, 6, 1, -3, 0, 1, 859]","[2, 2, 1, 1, 30, 8, 4, 0, 12, 0, 30, 2, 0, 0, 2, 0, 30, 0, 12, 0, 12, 2, 30, 9, 3, 0, 12, 0, 30, 0, 7, 0, 7, -3, 0, 1, 859, 59]",33.98824501037598
